name,winery,variety,region,country,vintage,rating,price,type,body,acidity,food_pairings
Spitfire Cabernet Sauvignon,Meyer Family Cellars,Cabernet Sauvignon,Oakville,United States,,4.28,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Feints,Ruth Lewandowski,Nebbiolo,Mendocino County,United States,,4.25,,Rosé,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Pork', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Mushrooms', 'Mild Cheese', 'Soft Cheese']"
Angels' Peak,Terlato,Merlot,Napa Valley,United States,,4.31,,Red,Full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Reserve Cabernet Sauvignon,Trefethen,Cabernet Sauvignon,Oak Knoll District,United States,,4.55,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Zinfandel,Jessup Cellars,Zinfandel,Napa Valley,United States,,4.33,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Camp Meeting Ridge Vineyard Chardonnay,Flowers,Chardonnay,Sonoma Coast,United States,,4.48,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Entanglement GSM,V. Sattui,Grenache,Napa Valley,United States,,4.22,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Cabernet Sauvignon,Torchbearer,Cabernet Sauvignon,Oakville,United States,,4.09,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Cabernet Sauvignon,Eponymous,Cabernet Sauvignon,Napa Valley,United States,,4.3,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Moose Valley Vineyard Cabernet Sauvignon,D.R. Stephens,Cabernet Sauvignon,Napa Valley,United States,,4.6,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
The Sisters Cabernet Sauvignon,Jones,Cabernet Sauvignon,Napa Valley,United States,,4.59,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Cabernet Franc Napa Valley,Del Dotto,Cabernet Franc,Napa Valley,United States,,4.55,,Red,Medium-bodied,High,"['Beef', 'Pork', 'Game Meat', 'Poultry']"
McDougall Ranch Pinot Noir,Kutch,Pinot Noir,Sonoma Coast,United States,,4.3,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
The Dude Red,Canepa Koch,Cabernet Sauvignon,Alexander Valley,United States,,4.1,,Red,Full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Pinot Noir,Pahlmeyer,Pinot Noir,Napa Valley,United States,,4.49,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Tré Terre Chardonnay,Ferrari Carano,Chardonnay,Sonoma County,United States,,4.3,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Pinot Noir,Stewart,Pinot Noir,Sonoma Coast,United States,,4.12,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Reserve Chardonnay,SIMI,Chardonnay,Sonoma County,United States,,4.08,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Ethos Reserve Syrah,Chateau Ste. Michelle,Syrah/Shiraz,Columbia Valley,United States,,4.1,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Coach Gun,Priest Ranch,Petit Verdot,Napa Valley,United States,,4.43,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Cabernet Sauvignon,Barlow,Cabernet Sauvignon,Calistoga,United States,,4.24,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Primitivo,Jacuzzi,Primitivo,North Coast,United States,,4.05,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Pinot Noir (Signature),Darioush,Pinot Noir,Russian River Valley,United States,,4.3,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Merlot,Merryvale,Merlot,St. Helena,United States,,4.31,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal']"
Sugarloaf Mountain Vineyard Proprietary Red,Bevan Cellars,Cabernet Sauvignon,Napa Valley,United States,,4.75,,Red,Full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Reserve Cabernet Sauvignon,Quilt,Cabernet Sauvignon,Napa Valley,United States,,4.56,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Experiment,Ovid,Cabernet Sauvignon,Napa Valley,United States,,4.63,,Red,Full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Oakville Cabernet Sauvignon,Pine Ridge,Cabernet Sauvignon,Oakville,United States,,4.42,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
The Tempest,Realm,Merlot,St. Helena,United States,,4.52,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Trios Cabernet Sauvignon,B Wise,Cabernet Sauvignon,Sonoma County,United States,,4.46,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Three Palms Vineyard Merlot,Sterling Vineyards,Merlot,Napa Valley,United States,,4.21,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal']"
Cabernet Sauvignon,Pursued by Bear,Cabernet Sauvignon,Columbia Valley,United States,,4.46,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Estate Cabernet Sauvignon,Saint Helena Winery,Cabernet Sauvignon,Napa Valley,United States,,4.44,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Frizzante Semi-Sweet,Il Duca Imperiale,Nebbiolo,Piemonte,Italy,,4.15,,Sparkling,Light-bodied,Low,"['Beef', 'Lamb', 'Veal', 'Maturated Cheese', 'Hard Cheese', 'Mushrooms']"
Devils' Peak,Terlato,Cabernet Sauvignon,Napa Valley,United States,,4.24,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Collina,Dalla Valle,Syrah/Shiraz,Napa Valley,United States,,4.53,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Cabernet Sauvignon,Memento Mori,Cabernet Sauvignon,Napa Valley,United States,,4.77,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
State Lane Vineyard Cabernet Sauvignon Grand-Vin,Kapcsandy,Cabernet Sauvignon,Napa Valley,United States,,4.67,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Six Vineyards Pinot Noir,Lemelson Vineyards,Pinot Noir,Willamette Valley,United States,,4.06,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Diamond Mountain District Cabernet Sauvignon,Lokoya,Cabernet Sauvignon,Oakville,United States,,4.71,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Rockfall Cabernet Sauvignon,Stonestreet,Cabernet Sauvignon,Alexander Valley,United States,,4.49,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Slope,Immortal Estate,Cabernet Sauvignon,Sonoma County,United States,,4.37,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Classic Vintage Brut,Iron Horse,Chardonnay,Green Valley of Russian River Valley,United States,,4.0,,Sparkling,Medium-bodied,High,"['Shellfish', 'Appetizer', 'Snack', 'Lean Fish']"
Merlot,Regusci,Merlot,Stags Leap District,United States,,4.44,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal']"
Le Caprice Pinot Noir,Peter Michael,Pinot Noir,Sonoma Coast,United States,,4.63,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Patzimaro Vineyard Cabernet Sauvignon,Duckhorn,Cabernet Sauvignon,Napa Valley,United States,,4.28,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Cheval Sauvage Pinot Noir,Wild Horse,Pinot Noir,Central Coast,United States,,4.39,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Los Olivos Vineyard Chardonnay,Maldonado,Chardonnay,Calistoga,United States,,4.17,,White,Full-bodied,Low,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Hudson Vineyard Chardonnay,Kistler,Chardonnay,Los Carneros,United States,,4.53,,White,Full-bodied,Low,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Pinot Noir,The Forager,Pinot Noir,Sonoma Coast,United States,,4.0,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Lewis Vineyard Pinot Noir Reserve,Frank Family,Pinot Noir,Napa Valley,United States,,4.44,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Cabernet Sauvignon,Mi Sueño,Cabernet Sauvignon,Napa Valley,United States,,4.37,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
el Carancho Malbec,Smoking Loon,Malbec,Central Valley (CL),Chile,,3.69,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Amalia Chardonnay,Palmaz,Chardonnay,Napa Valley,United States,,4.33,,White,Full-bodied,Low,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Pratt Vineyard Pinot Noir,MacPhail,Pinot Noir,Sonoma County,United States,,4.22,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Buckeye Vineyard Howell Mountain Cabernet Sauvignon,Piña,Cabernet Sauvignon,Napa Valley,United States,,4.38,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Materium Cabernet Sauvignon,Maybach Family Vineyards,Cabernet Sauvignon,Oakville,United States,,4.79,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Gaston Cabernet Sauvignon,Palmaz,Cabernet Sauvignon,Napa Valley,United States,,4.76,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Reserve White Zinfandel,Turner Road,Zinfandel,California,United States,,4.03,,Rosé,Medium-bodied,Medium,"['Shellfish', 'Spicy Food', 'Appetizer', 'Snack', 'Fruit Dessert']"
Pinot Noir,B.R. Cohn,Pinot Noir,Russian River Valley,United States,,4.1,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Zinfandel,Stuhlmuller Vineyards,Zinfandel,Alexander Valley,United States,,4.15,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Rho (The Correlation) Pinot Noir,Ampelos,Pinot Noir,Central Coast,United States,,4.19,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Legacy,Stonestreet,Merlot,Alexander Valley,United States,,4.37,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Marcien,Robert Sinskey,Cabernet Sauvignon,Los Carneros,United States,,4.55,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Reserve Pinot Noir,Francis Ford Coppola Winery,Pinot Noir,Sonoma County,United States,,4.06,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Black Dark Red Blend,Perimeter,Malbec,California,United States,,4.01,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Don Miguel Vineyard Cristina Pinot Noir,Marimar Estate,Pinot Noir,Russian River Valley,United States,,4.37,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Zinfandel,Bella Vineyards,Zinfandel,Alexander Valley,United States,,4.1,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Bionic Frog,Cayuse Vineyards,Syrah/Shiraz,Walla Walla Valley,United States,,4.68,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Cabernet Sauvignon CCS Beckstoffer To Kalon Vineyard,Schrader,Cabernet Sauvignon,Napa Valley,United States,,4.81,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Weir Vineyard Pinot Noir,Williams Selyem,Pinot Noir,Yorkville Highlands,United States,,4.66,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Sonoma County Pinot Noir,Siduri,Pinot Noir,California,United States,,4.0,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Cabernet Franc,Trefethen,Cabernet Franc,Oak Knoll District,United States,,4.12,,Red,Medium-bodied,High,"['Beef', 'Pork', 'Game Meat', 'Poultry']"
Gamba Estate Vineyard Old Vine Zinfandel,Gamba Vineyards and Winery,Zinfandel,Russian River Valley,United States,,4.37,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Beckstoffer To Kalon Vineyard Cabernet Sauvignon,Alpha Omega,Cabernet Sauvignon,Oakville,United States,,4.72,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Stephanie's Cuvée Pinot Noir,River Road,Pinot Noir,Green Valley of Russian River Valley,United States,,4.04,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Mancini Ranch Zinfandel,Joseph Swan Vineyards,Zinfandel,Russian River Valley,United States,,4.11,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Syrah,Truchard,Syrah/Shiraz,Los Carneros,United States,,4.25,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Pinot Noir Reserve,Ponzi,Pinot Noir,Willamette Valley,United States,,4.23,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Stanly Ranch Pinot Noir,Saintsbury,Pinot Noir,Los Carneros,United States,,4.23,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
PreVail West Face,Ferrari Carano,Syrah/Shiraz,Sonoma County,United States,,4.54,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Howell Mountain Cabernet Sauvignon,Pine Ridge,Cabernet Sauvignon,Napa Valley,United States,,4.53,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Vandal Vineyard Pinot Noir,Robert Sinskey,Pinot Noir,Los Carneros,United States,,4.27,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Proprietary Red,Sloan,Cabernet Sauvignon,Rutherford,United States,,4.87,,Red,Full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Andolsen Vineyard Cabernet Sauvignon,Sbragia,Cabernet Sauvignon,Dry Creek Valley,United States,,4.11,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Cabernet Sauvignon,Lamborn,Cabernet Sauvignon,Napa Valley,United States,,4.56,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Cabernet Sauvignon,Silver Stag,Cabernet Sauvignon,Napa Valley,United States,,4.08,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Pinot Noir,Gainey,Pinot Noir,Central Coast,United States,,4.13,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Farella Vineyard,Realm,Cabernet Sauvignon,St. Helena,United States,,4.65,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Red Blend,Precision,Cabernet Sauvignon,Napa Valley,United States,,4.0,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Petite Sirah Port,Bogle,Petite Sirah,Clarksburg,United States,,4.18,,Dessert/Port,Very full-bodied,High,"['Beef', 'Game Meat', 'Spicy Food']"
Cabernet Sauvignon,Kelly Fleming,Cabernet Sauvignon,Calistoga,United States,,4.54,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Fracture,Booker,Syrah/Shiraz,Paso Robles,United States,,4.51,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
SWK Vineyard Pinot Noir,Occidental,Pinot Noir,Sonoma Coast,United States,,4.63,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Cabernet Sauvignon,Guarachi,Cabernet Sauvignon,Napa Valley,United States,,4.47,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Cabernet Sauvignon,Miner,Cabernet Sauvignon,Oakville,United States,,4.16,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Rosé of Pinot Noir,Scribe,Pinot Noir,North Coast,United States,,4.16,,Rosé,Medium-bodied,Medium,"['Shellfish', 'Spicy Food', 'Appetizer', 'Snack', 'Fruit Dessert']"
Pinot Noir,Lucia,Pinot Noir,Santa Lucia Highlands,United States,,4.34,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Sigrid Chardonnay,Bergström,Chardonnay,Willamette Valley,United States,,4.5,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Bien Nacido Vineyard Pinot Noir,Fess Parker,Pinot Noir,Santa Barbara County,United States,,4.14,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Reserve Claret,Pride Mountain Vineyards,Cabernet Sauvignon,Napa Valley,United States,,4.74,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Howell Mountain Cabernet Sauvignon,Hall,Cabernet Sauvignon,Howell Mountain,United States,,4.72,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Two Estates Pinot Noir,Anne Amie Vineyards,Pinot Noir,Willamette Valley,United States,,4.14,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Audentia Cabernet Sauvignon,Stags' Leap,Cabernet Sauvignon,Stags Leap District,United States,,4.53,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Pinot Hill,Emeritus Vineyards,Pinot Noir,Sonoma County,United States,,4.35,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Petite Sirah,Frog's Leap,Petite Sirah,Napa Valley,United States,,4.1,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Game Meat']"
Sanford & Benedict Vineyard Pinot Noir,Sanford,Pinot Noir,Sta. Rita Hills,United States,,4.33,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Mon Plaisir Chardonnay,Peter Michael,Chardonnay,Knights Valley,United States,,4.57,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Jentoft Vineyard Ryan Pinot Noir,DuMOL,Pinot Noir,Russian River Valley,United States,,4.59,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Cabernet Sauvignon Reserve,Reynolds Family Winery,Cabernet Sauvignon,Stags Leap District,United States,,4.6,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Pinot Noir,Kanzler Vineyards,Pinot Noir,Russian River Valley,United States,,4.52,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Cabernet Sauvignon Annum,Ramey,Cabernet Sauvignon,Napa Valley,United States,,4.35,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
La Cruz Vineyard Pinot Noir,Keller Estate,Pinot Noir,Sonoma Coast,United States,,4.17,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Beckstoffer Georges III Vineyard Cabernet Sauvignon,Adobe Road,Cabernet Sauvignon,Napa Valley,United States,,4.58,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Family Estate Pinot Noir,Lachini Vineyards,Pinot Noir,Willamette Valley,United States,,4.06,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Camp Meeting Ridge Vineyard Pinot Noir,Flowers,Pinot Noir,North Coast,United States,,4.52,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Cabernet Sauvignon,Keever,Cabernet Sauvignon,Napa Valley,United States,,4.68,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Pinot Noir Selleck Vineyard,Calera,Pinot Noir,Mount Harlan,United States,,4.29,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Zinfandel,Mazzocco,Zinfandel,Dry Creek Valley,United States,,4.12,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Beckstoffer Las Piedras Vineyard Cabernet Sauvignon,Paul Hobbs,Cabernet Sauvignon,St. Helena,United States,,4.75,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Kings Row Red,Checkerboard Vineyards,Cabernet Sauvignon,Napa Valley,United States,,4.56,,Red,Full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Pinot Noir,Wayfarer,Pinot Noir,Fort Ross-Seaview,United States,,4.48,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
East Ridge Pinot Noir,Hirsch Vineyards,Pinot Noir,Sonoma Coast,United States,,4.35,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Estate Pinot Noir,DeLoach,Pinot Noir,California,United States,,4.09,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Cabernet Sauvignon Mt. Veeder,Robert Craig,Cabernet Sauvignon,Mount Veeder,United States,,4.3,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Dark Blossom Syrah,Sine Qua Non,Syrah/Shiraz,California,United States,,4.74,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Cabernet sauvignon,Loren Crossing,Cabernet Sauvignon,Napa Valley,United States,,4.12,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Red Blend,Episode,Cabernet Sauvignon,Napa Valley,United States,,4.66,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Lagniappe Syrah,Gramercy Cellars,Syrah/Shiraz,Columbia Valley,United States,,4.19,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Cabernet Sauvignon,Barbour,Cabernet Sauvignon,St. Helena,United States,,4.6,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Meritage Red,Foley Johnson,Cabernet Sauvignon,Rutherford,United States,,4.1,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat']"
Cabernet Sauvignon,Outpost,Cabernet Sauvignon,Howell Mountain,United States,,4.6,,Red,Very full-bodied,Medium,"['Beef', 'Lamb', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
